food_code,units,rse_indicator,years,amount
Instant potato,g,Very High,2023,0.0
Canned potatoes,g,Very High,2023,2.0
Crisps and potato snacks,g,Low,2023,64.0
"Other potato products, frozen or not frozen",g,Medium,2023,48.0
Fresh green vegetables,g,Low,2023,167.0
Fresh cabbages,g,Medium,2023,29.0
Fresh brussels sprouts,g,High,2023,8.0
Fresh cauliflower,g,Medium,2023,55.0
Leafy salads fresh,g,Low,2023,46.0
Lettuce and leafy salads,g,Medium,2023,31.0
Prepared lettuce salads,g,Medium,2023,15.0
Fresh peas,g,High,2023,3.0
Fresh beans,g,Medium,2023,11.0
Other fresh green vegetables,g,Medium,2023,14.0
Other fresh vegetables,g,Low,2023,538.0
Fresh carrots,g,Low,2023,90.0
Fresh turnips and swede,g,High,2023,9.0
Other fresh root vegetables,g,Medium,2023,43.0
"Fresh onions, leeks and shallots",g,Low,2023,102.0
Fresh cucumbers,g,Low,2023,55.0
Fresh mushrooms,g,Low,2023,33.0
Fresh tomatoes,g,Low,2023,75.0
Miscellaneous fresh vegtables,g,Low,2023,131.0
"Fresh vegetable stewpack, stirfry pack etc.",g,High,2023,16.0
Fresh stem vegetables,g,Medium,2023,23.0
"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,2023,85.0
Fresh herbs,g,Medium,2023,8.0
"Tomatoes, canned or bottled",g,Medium,2023,61.0
"Peas, canned",g,Medium,2023,9.0
Beans canned,g,Medium,2023,94.0
Baked beans in sauce,g,Medium,2023,61.0
Other canned beans and pulses,g,Medium,2023,33.0
Other canned vegetables,g,Medium,2023,16.0
Dried pulses other than air-dried,g,Very High,2023,13.0
Air-dried vegetables,g,Very High,2023,0.0
Vegetable juices and purees,ml,High,2023,9.0
Tomato puree and vegetable purees,ml,Medium,2023,6.0
"Vegetable juices eg tomato juice, carrot juice",ml,Very High,2023,2.0
"Peas, frozen",g,Medium,2023,27.0
"Beans, frozen",g,Very High,2023,3.0
Ready meals and other vegetable products (inc takeaways),g,Low,2023,82.0
"Ready meals and other vegetable products, frozen or not frozen",g,Low,2023,77.0
All vegetable takeaway products,g,High,2023,6.0
Other frozen vegetables,g,Medium,2023,42.0
Fresh and processed fruit,g,Low,2023,949.0
Fresh fruit,g,Low,2023,639.0
Fresh oranges,g,Medium,2023,42.0
Other fresh citrus fruits,g,Low,2023,74.0
Fresh apples,g,Low,2023,93.0
Fresh pears,g,Medium,2023,23.0
Fresh stone fruit,g,Medium,2023,52.0
Fresh grapes,g,Low,2023,52.0
Other fresh soft fruit,g,Low,2023,57.0
Fresh bananas,g,Low,2023,180.0
Fresh melons,g,High,2023,34.0
Other fresh fruit,g,Medium,2023,33.0
Processed fruit and fruit products,g,Low,2023,310.0
"Tinned peaches, pears and pineapples",g,High,2023,6.0
All other tinned or bottled fruit,g,High,2023,12.0
Dried fruit,g,High,2023,14.0
"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",g,High,2023,8.0
"Nuts, edible seeds and peanut butter",g,Medium,2023,34.0
Nuts and edible seeds,g,Medium,2023,28.0
Peanut butter,g,High,2023,6.0
Pure fruit juices [note 8],ml,Medium,2023,235.0
Bread,g,Very Low,2023,465.0
white bread,g,Low,2023,180.0
"White bread, standard, unsliced",g,High,2023,11.0
"White bread, standard, sliced",g,Low,2023,158.0
"White bread, premium, sliced and unsliced",g,High,2023,7.0
"White bread, soft grain, sliced and unsliced",g,High,2023,5.0
Brown and wholemeal bread,g,Low,2023,106.0
"Brown bread, sliced and unsliced",g,High,2023,23.0
"Wholemeal and granary bread, sliced and unsliced",g,Medium,2023,83.0
Total other bread,g,Low,2023,178.0
"Rolls - white, brown or wholemeal",g,Medium,2023,46.0
Malt bread and fruit loaves,g,High,2023,7.0
Vienna and french bread,g,Medium,2023,21.0
Starch reduced bread and rolls,g,High,2023,5.0
Other breads,g,Low,2023,79.0
Sandwiches,g,High,2023,16.0
Sandwiches from takeaway,g,High,2023,3.0
Takeaway breads,g,High,2023,1.0
Flour,g,High,2023,48.0
"Cakes, buns and pastries",g,Low,2023,161.0
"Buns, scones and teacakes",g,Low,2023,58.0
Cakes and pastries,g,Low,2023,103.0
"Cakes and pastries, not frozen",g,Low,2023,102.0
Takeaway pastries,g,High,2023,1.0
Biscuits and crispbreads,g,Low,2023,156.0
Crispbread,g,Medium,2023,6.0
Biscuits other than chocolate,g,Low,2023,96.0
Sweet biscuits (not chocolate) and cereal bars,g,Low,2023,81.0
Cream crackers and other unsweetened biscuits,g,Medium,2023,15.0
Chocolate biscuits,g,Low,2023,54.0
Other cereals and cereal products,g,Very Low,2023,559.0
Oatmeal and oat products,g,Medium,2023,25.0
Breakfast cereals,g,Low,2023,102.0
Muesli,g,Medium,2023,19.0
High fibre breakfast cereals,g,Medium,2023,36.0
Sweetened breakfast cereals,g,Medium,2023,27.0
Other breakfast cereals,g,Medium,2023,19.0
Canned milk puddings,g,Medium,2023,19.0
Canned or fresh carton custard,g,Medium,2023,12.0
All canned milk puddings,g,High,2023,7.0
Puddings,g,High,2023,8.0
Rice,g,Medium,2023,98.0
Dried rice,g,High,2023,67.0
Cooked rice,g,Medium,2023,25.0
Takeaway rice,g,Medium,2023,7.0
"Invalid foods, slimming foods and sports foods",g,Very High,2023,7.0
Infant cereal foods,g,Very High,2023,1.0
Cakes and pastries - frozen,g,High,2023,5.0
Pasta,g,Low,2023,103.0
Canned pasta,g,High,2023,9.0
Dried and fresh pasta,g,Medium,2023,93.0
Takeaway pasta and noodles,g,Very High,2023,1.0
Pizza,g,Low,2023,85.0
"Pizzas, frozen and not frozen",g,Medium,2023,68.0
Takeaway pizza,g,High,2023,17.0
Other cereal convenience foods,g,Low,2023,100.0
"Cake, pudding and dessert mixes",g,High,2023,4.0
Cereal snacks,g,Medium,2023,24.0
"Quiches and flans, frozen and not frozen",g,High,2023,10.0
"Takeaway crisps, savoury snacks, popcorn, popadums, prawn crackers",g,Very High,2023,0.0
"Other cereal foods, frozen and not frozen",g,Low,2023,62.0
Other cereals,g,Very High,2023,7.0
Beverages,g,Low,2023,49.0
Tea,g,Medium,2023,19.0
Coffee beans and ground coffee,g,Medium,2023,13.0
Instant coffee,g,Medium,2023,10.0
Coffee essences,ml,Very High,2023,0.0
Tea and coffee from takeaway,ml,Very High,2023,2.0
Cocoa and chocolate drinks,g,High,2023,5.0
Malt drinks and chocolate versions of malted drinks,g,Very High,2023,0.0
Other food and drink,g,Medium,2023,826.0
Mineral or spring waters,ml,High,2023,374.0
Baby foods,g,Very High,2023,5.0
Soups - canned or cartons,g,Medium,2023,59.0
Soups - dehydrated or powdered,g,Very High,2023,2.0
Soups - from takeaway,g,Very High,2023,0.0
Other takeaway food brought home,g,Very High,2023,0.0
Meals on wheels - items not specified,g,Very High,2023,0.0
Spreads and dressings,g,Low,2023,47.0
Salad dressings,g,Low,2023,37.0
Other spreads and dresssings,g,High,2023,9.0
Pickles and sauces,g,Low,2023,130.0
Pickles,g,High,2023,13.0
Sauces,g,Low,2023,116.0
Takeaway sauces and mayonnnaise,g,High,2023,1.0
Stock cubes and meat and yeast extracts,g,High,2023,4.0
Jelly squares or crystals,g,High,2023,5.0
Ice cream tub or block,ml,Medium,2023,84.0
Ice cream products including takeaways,ml,Medium,2023,94.0
"Ice cream cornets, choc-ices, lollies with ice cream",ml,Medium,2023,51.0
"Ice lollies, sorbet, frozen mousse, frozen yoghurt",ml,High,2023,41.0
"Takeaway ice cream, ice cream products, milkshakes",ml,Very High,2023,2.0
Salt,g,High,2023,8.0
Soya and novel protein foods,g,High,2023,15.0
Soft drinks,ml,Low,2023,1500.0
"Soft drinks, concentrated, not low calorie [note 10]",ml,High,2023,207.0
"Soft drinks, not concentrated,  not low calorie",ml,Medium,2023,337.0
"Soft drinks, concentrated, low calorie [note 10]",ml,Medium,2023,362.0
"Soft drinks, not concentrated, low calorie",ml,Medium,2023,595.0
Confectionery,g,Low,2023,143.0
Chocolate bars - solid,g,Low,2023,46.0
Chocolate bars - filled,g,Low,2023,51.0
Chewing gum,g,High,2023,1.0
Mints and boiled sweets,g,Low,2023,41.0
Mints,g,High,2023,2.0
Boiled sweets,g,Low,2023,39.0
"Fudges, toffees, caramels",g,High,2023,3.0
Takeaway confectionery,g,Very High,2023,0.0
Alcoholic drinks,ml,Medium,2023,623.0
Beers,ml,High,2023,107.0
Lagers and continental beers,ml,Medium,2023,186.0
Ciders and perry,ml,High,2023,72.0
Wine and champagne,ml,Medium,2023,203.0
"Champagne, sparkling wines and wine with mixer",ml,High,2023,17.0
Table wine,ml,Medium,2023,185.0
Spirits with mixer,ml,Very High,2023,4.0
Fortified wines,ml,Very High,2023,5.0
Spirits,ml,Medium,2023,32.0
Liqueurs and cocktails,ml,High,2023,10.0
Alcopops,ml,Very High,2023,4.0
,,,2023,
Milk and milk products excluding cheese,ml,Very Low,2024,1471.0
"Liquid wholemilk, including school and welfare",ml,Medium,2024,278.0
"Liquid wholemilk, full price",ml,Medium,2024,278.0
UHT milk,ml,Very High,2024,2.0
Sterilised,ml,,2024,
Pasteurised/ homogenised,ml,Medium,2024,276.0
School milk ,ml,,2024,
Welfare milk,ml,,2024,
Other milk and cream,ml,Low,2024,1193.0
Skimmed milks,ml,Low,2024,769.0
Fully skimmed milk,ml,Medium,2024,96.0
Semi-skimmed milk,ml,Low,2024,674.0
Condensed or evaporated milk,eq ml,High,2024,15.0
Infant milks,eq ml,Very High,2024,30.0
Infant or baby milks - ready to drink,eq ml,Very High,2024,0.0
Infant or baby milks - dried,eq ml,Very High,2024,30.0
Instant dried milk,eq ml,Very High,2024,14.0
Yoghurt and fromage frais,ml,Low,2024,169.0
Yoghurt,ml,Low,2024,162.0
Fromage frais,ml,High,2024,7.0
Other milks and dairy desserts,ml,Medium,2024,174.0
Dairy desserts - not frozen,ml,Medium,2024,31.0
Dried milk products,ml,Very High,2024,3.0
Milk drinks and other milks ,ml,High,2024,45.0
Non-dairy milk substitutes ,ml,Medium,2024,95.0
Cream,ml,Medium,2024,23.0
Cheese,g,Low,2024,125.0
Natural cheese,g,Low,2024,114.0
Hard cheese - cheddar type,g,Low,2024,63.0
Hard cheese - other uk or foreign equivalent,g,High,2024,9.0
Hard cheese - edam or other foreign,g,Medium,2024,9.0
Cottage cheese,g,High,2024,4.0
Soft natural cheese,g,Medium,2024,29.0
Processed cheese,g,Medium,2024,11.0
Carcase meat,g,Low,2024,148.0
Beef and veal,g,Low,2024,84.0
Beef joints - on the bone,g,Very High,2024,0.0
Beef joints - boned,g,High,2024,12.0
Beef steak - less expensive,g,Medium,2024,15.0
Beef steak - more expensive,g,High,2024,14.0
Minced beef,g,Medium,2024,43.0
All other beef and veal,g,Very High,2024,0.0
Mutton and lamb,g,High,2024,23.0
Mutton,g,Very High,2024,0.0
Lamb joints,g,Very High,2024,11.0
Lamb chops,g,High,2024,5.0
All other lamb,g,Very High,2024,7.0
Pork,g,Medium,2024,41.0
Pork joints,g,High,2024,14.0
Pork chops,g,High,2024,4.0
Pork fillets and steaks,g,High,2024,12.0
All other pork,g,High,2024,11.0
Non-carcase meat and meat products,g,Very Low,2024,700.0
Liver,g,Very High,2024,2.0
Ox liver,g,Very High,2024,1.0
Lambs liver,g,Very High,2024,0.0
Pigs liver,g,Very High,2024,0.0
All other liver,g,Very High,2024,1.0
All offal other than liver,g,Very High,2024,2.0
"Bacon and ham, uncooked",g,Medium,2024,50.0
"Bacon and ham joints, uncooked",g,High,2024,16.0
"Bacon and ham rashers, uncooked",g,Low,2024,34.0
"Bacon and ham, cooked",g,Low,2024,31.0
Cooked poultry not purchased in cans,g,Medium,2024,27.0
"Chicken and turkey, cooked",g,Medium,2024,22.0
Takeaway chicken,g,High,2024,4.0
"Corned beef, canned or sliced",g,Medium,2024,5.0
Other cooked meat,g,Medium,2024,10.0
Other canned meat and canned meat products,g,High,2024,13.0
"Chicken, uncooked - whole chicken or chicken pieces",g,Low,2024,189.0
"Other poultry, uncooked (including frozen)",g,High,2024,14.0
"Turkey, uncooked - whole turkey or turkey pieces",g,High,2024,11.0
"Poultry other than chicken or turkey, uncooked",g,Very High,2024,3.0
"Other fresh, chilled and frozen meat",g,Very High,2024,1.0
"Sausages, uncooked - pork",g,Low,2024,46.0
"Sausages, uncooked - beef and other sausages",g,High,2024,3.0
"Meat pies and sausage rolls, ready to eat",g,Medium,2024,21.0
"Meat pies, ready to eat",g,Medium,2024,10.0
"Sausage rolls, ready to eat",g,Medium,2024,11.0
"Meat pies, pasties and puddings, frozen or not frozen",g,Medium,2024,38.0
"Burgers, frozen or not frozen",g,Medium,2024,22.0
Ready meals and convenience meat products,g,Low,2024,184.0
"Complete meat-based ready meals, frozen or not frozen",g,Medium,2024,93.0
"Other convenience meat products, frozen or not frozen",g,Medium,2024,91.0
Pate and delicatessen type sausage,g,Medium,2024,16.0
Pate,g,High,2024,3.0
Delicatessen type sausages,g,Medium,2024,13.0
Meat pastes and spreads,g,Very High,2024,0.0
Takeaway meats,g,Medium,2024,27.0
Takeaway meat pies and pasties,g,Very High,2024,1.0
Takeaway burger and bun,g,High,2024,4.0
Takeaway kebabs,g,High,2024,4.0
Takeaway sausages and saveloys,g,High,2024,2.0
Takeaway meat based meals,g,Medium,2024,17.0
Takeaway miscellaneous meats,g,Very High,2024,0.0
Fish,g,Low,2024,120.0
"White fish, fresh, chilled or frozen",g,High,2024,12.0
"White fish, fresh or chilled",g,High,2024,8.0
"White fish, frozen",g,Very High,2024,4.0
"Herrings and other blue fish, fresh, chilled or frozen",g,High,2024,2.0
"Herrings and other blue fish, fresh or chilled",g,Very High,2024,2.0
"Herrings and other blue fish, frozen",g,Very High,2024,0.0
"Salmon, fresh, chilled or frozen",g,Medium,2024,15.0
"Salmon, fresh or chilled",g,Medium,2024,14.0
"Salmon, frozen",g,Very High,2024,2.0
"Blue fish, dried or salted or smoked",g,High,2024,6.0
"White fish, dried, salted or smoked",g,Very High,2024,2.0
Shellfish,g,High,2024,9.0
"Shellfish, fresh or chilled",g,High,2024,6.0
"Shellfish, frozen",g,High,2024,4.0
Takeaway fish,g,High,2024,3.0
"Salmon, tinned",g,Very High,2024,1.0
Other tinned or bottled fish,g,Medium,2024,22.0
Ready meals and other fish products - frozen or not frozen,g,Medium,2024,46.0
Takeaway fish meals and fish products,g,High,2024,2.0
Takeaway fish products,g,Very High,2024,0.0
Takeaway fish based meals,g,Very High,2024,2.0
Eggs,no.,Low,2024,2.0
Fats,g,Low,2024,145.0
Butter,g,Medium,2024,34.0
Margarine,g,Medium,2024,26.0
Soft margarine,g,Medium,2024,25.0
Other margarine,g,Very High,2024,1.0
"Lard, cooking fat",g,Very High,2024,1.0
Vegetable and salad oils,ml,High,2024,58.0
Olive oil,ml,High,2024,16.0
Other vegetable and salad oils,ml,High,2024,42.0
All other fats,g,Medium,2024,27.0
Reduced fat spreads,g,Medium,2024,14.0
Low fat spreads,g,Very High,2024,6.0
Suet and dripping,g,Very High,2024,1.0
Imitatation cream,g,High,2024,6.0
Sugar and preserves,g,Medium,2024,85.0
Sugar,g,Medium,2024,57.0
Jams and fruit curds,g,Medium,2024,11.0
Marmalade,g,High,2024,4.0
"Syrup, treacle",g,High,2024,4.0
Honey,g,Medium,2024,9.0
"fruit and vegetables, including potatoes",g,Low,2024,2515.0
"vegetables, including potatoes",g,Very Low,2024,1554.0
fresh and processed potatoes,g,Low,2024,550.0
Fresh potatoes,g,Low,2024,326.0
Fresh new potatoes ,g,Medium,2024,39.0
Fresh baking potatoes ,g,Medium,2024,56.0
Other fresh potatoes,g,Medium,2024,230.0
processed potatoes,g,Low,2024,225.0
Chips and takeaway chips,g,Low,2024,111.0
Chips - frozen or not frozen,g,Low,2024,91.0
Takeaway chips,g,Medium,2024,19.0
Instant potato,g,Very High,2024,0.0
Canned potatoes,g,Very High,2024,3.0
Crisps and potato snacks,g,Low,2024,61.0
"Other potato products, frozen or not frozen",g,Medium,2024,50.0
Fresh green vegetables,g,Low,2024,159.0
Fresh cabbages,g,Medium,2024,27.0
Fresh brussels sprouts,g,High,2024,7.0
Fresh cauliflower,g,Medium,2024,52.0
Leafy salads fresh,g,Low,2024,46.0
Lettuce and leafy salads,g,Medium,2024,31.0
Prepared lettuce salads,g,Medium,2024,14.0
Fresh peas,g,High,2024,3.0
Fresh beans,g,Medium,2024,11.0
Other fresh green vegetables,g,Medium,2024,13.0
Other fresh vegetables,g,Low,2024,516.0
Fresh carrots,g,Low,2024,86.0
Fresh turnips and swede,g,High,2024,8.0
Other fresh root vegetables,g,Medium,2024,42.0
"Fresh onions, leeks and shallots",g,Low,2024,94.0
Fresh cucumbers,g,Low,2024,46.0
Fresh mushrooms,g,Low,2024,31.0
Fresh tomatoes,g,Low,2024,74.0
Miscellaneous fresh vegtables,g,Low,2024,135.0
"Fresh vegetable stewpack, stirfry pack etc.",g,High,2024,21.0
Fresh stem vegetables,g,Medium,2024,26.0
"Fresh marrow, courgettes, aubergine, pumpkin and other vegetables",g,Medium,2024,80.0
Fresh herbs,g,Medium,2024,8.0
"Tomatoes, canned or bottled",g,Medium,2024,51.0
"Peas, canned",g,Medium,2024,9.0
Beans canned,g,Medium,2024,89.0
Baked beans in sauce,g,Medium,2024,64.0
Other canned beans and pulses,g,Medium,2024,25.0
Other canned vegetables,g,Medium,2024,16.0
Dried pulses other than air-dried,g,Very High,2024,9.0
Air-dried vegetables,g,Very High,2024,0.0
Vegetable juices and purees,ml,High,2024,10.0
Tomato puree and vegetable purees,ml,Medium,2024,6.0
"Vegetable juices eg tomato juice, carrot juice",ml,Very High,2024,4.0
"Peas, frozen",g,Medium,2024,23.0
"Beans, frozen",g,Very High,2024,2.0
Ready meals and other vegetable products (inc takeaways),g,Low,2024,78.0
"Ready meals and other vegetable products, frozen or not frozen",g,Low,2024,72.0
All vegetable takeaway products,g,High,2024,6.0
Other frozen vegetables,g,Medium,2024,40.0
Fresh and processed fruit,g,Low,2024,961.0
Fresh fruit,g,Low,2024,682.0
Fresh oranges,g,Medium,2024,40.0
Other fresh citrus fruits,g,Low,2024,74.0
Fresh apples,g,Low,2024,103.0
Fresh pears,g,Medium,2024,25.0
Fresh stone fruit,g,Medium,2024,62.0
Fresh grapes,g,Low,2024,55.0
Other fresh soft fruit,g,Low,2024,68.0
Fresh bananas,g,Low,2024,183.0
Fresh melons,g,High,2024,41.0
Other fresh fruit,g,Medium,2024,32.0
Processed fruit and fruit products,g,Low,2024,279.0
"Tinned peaches, pears and pineapples",g,High,2024,6.0
All other tinned or bottled fruit,g,High,2024,11.0
Dried fruit,g,High,2024,11.0
"Frozen strawberries, apple slices, peach halves, oranges and other frozen fruits",g,High,2024,7.0
"Nuts, edible seeds and peanut butter",g,Medium,2024,45.0
Nuts and edible seeds,g,Medium,2024,36.0
Peanut butter,g,High,2024,9.0
Pure fruit juices [note 8],ml,Medium,2024,198.0
Bread,g,Very Low,2024,446.0
white bread,g,Low,2024,163.0
"White bread, standard, unsliced",g,High,2024,10.0
"White bread, standard, sliced",g,Low,2024,141.0
"White bread, premium, sliced and unsliced",g,High,2024,6.0
"White bread, soft grain, sliced and unsliced",g,High,2024,6.0
Brown and wholemeal bread,g,Low,2024,103.0
"Brown bread, sliced and unsliced",g,High,2024,20.0
"Wholemeal and granary bread, sliced and unsliced",g,Medium,2024,84.0
Total other bread,g,Low,2024,180.0
"Rolls - white, brown or wholemeal",g,Medium,2024,36.0
Malt bread and fruit loaves,g,High,2024,7.0
Vienna and french bread,g,Medium,2024,24.0
Starch reduced bread and rolls,g,High,2024,4.0
Other breads,g,Low,2024,82.0
Sandwiches,g,High,2024,24.0
Sandwiches from takeaway,g,High,2024,3.0
Takeaway breads,g,High,2024,1.0
Flour,g,High,2024,50.0
"Cakes, buns and pastries",g,Low,2024,159.0
"Buns, scones and teacakes",g,Low,2024,60.0
Cakes and pastries,g,Low,2024,99.0
"Cakes and pastries, not frozen",g,Low,2024,98.0
Takeaway pastries,g,High,2024,1.0
Biscuits and crispbreads,g,Low,2024,156.0
Crispbread,g,Medium,2024,6.0
Biscuits other than chocolate,g,Low,2024,92.0
Sweet biscuits (not chocolate) and cereal bars,g,Low,2024,79.0
Cream crackers and other unsweetened biscuits,g,Medium,2024,13.0
Chocolate biscuits,g,Low,2024,58.0
Other cereals and cereal products,g,Very Low,2024,537.0
Oatmeal and oat products,g,Medium,2024,26.0
Breakfast cereals,g,Low,2024,105.0
Muesli,g,Medium,2024,23.0
High fibre breakfast cereals,g,Medium,2024,37.0
Sweetened breakfast cereals,g,Medium,2024,28.0
Other breakfast cereals,g,Medium,2024,17.0
Canned milk puddings,g,Medium,2024,18.0
Canned or fresh carton custard,g,Medium,2024,12.0
All canned milk puddings,g,High,2024,6.0
Puddings,g,High,2024,8.0
Rice,g,Medium,2024,92.0
Dried rice,g,High,2024,57.0
Cooked rice,g,Medium,2024,27.0
Takeaway rice,g,Medium,2024,8.0
"Invalid foods, slimming foods and sports foods",g,Very High,2024,8.0
Infant cereal foods,g,Very High,2024,1.0
Cakes and pastries - frozen,g,High,2024,5.0
Pasta,g,Low,2024,87.0
Canned pasta,g,High,2024,11.0
Dried and fresh pasta,g,Medium,2024,75.0
Takeaway pasta and noodles,g,Very High,2024,1.0
